Rank,Dutch,Frequency,CUMSUM,CUM%,GTInfo,Translation
704,probeerde,22816,157769748,96.73359313143182,"Translated(src=nl, dest=en, text=attempted, pronunciation=attempted, extra_data=""{'translat..."")","verb: try, attempt.  "
705,half,22653,157792401,96.74748239799264,"Translated(src=nl, dest=en, text=half, pronunciation=half, extra_data=""{'translat..."")",noun: half.  adverb: parcel.  adjective: half-and-half.  
706,leger,22633,157815034,96.76135940192462,"Translated(src=nl, dest=en, text=army, pronunciation=army, extra_data=""{'translat..."")","noun: army, military.  "
707,waard,22558,157837592,96.77519042099843,"Translated(src=nl, dest=en, text=worth, pronunciation=worth, extra_data=""{'translat..."")","adjective: worth, worthy.  noun: host, innkeeper.  "
708,opnieuw,22556,157860148,96.78902021380937,"Translated(src=nl, dest=en, text=again, pronunciation=again, extra_data=""{'translat..."")","adverb: again, anew.  prefix: re-.  "
709,val,22549,157882697,96.8028457147002,"Translated(src=nl, dest=en, text=fall, pronunciation=fall, extra_data=""{'translat..."")","noun: fall, trap.  "
710,vuur,22539,157905236,96.81666508427661,"Translated(src=nl, dest=en, text=firework, pronunciation=firework, extra_data=""{'translat..."")","noun: fire, flame.  "
711,bewijs,22485,157927721,96.83045134475513,"Translated(src=nl, dest=en, text=proof, pronunciation=proof, extra_data=""{'translat..."")","noun: proof, certificate.  "
712,controle,22448,157950169,96.8442149193703,"Translated(src=nl, dest=en, text=check, pronunciation=check, extra_data=""{'translat..."")","noun: control, check.  "
713,stellen,22399,157972568,96.85794845054481,"Translated(src=nl, dest=en, text=set, pronunciation=set, extra_data=""{'translat..."")","verb: set, put.  "
714,tv,22397,157994965,96.87168075545642,"Translated(src=nl, dest=en, text=TV, pronunciation=TV, extra_data=""{'translat..."")",abbreviation: TV.  
715,loop,22309,158017274,96.88535910480113,"Translated(src=nl, dest=en, text=walk, pronunciation=walk, extra_data=""{'translat..."")","noun: walk, course.  "
716,woorden,22277,158039551,96.89901783393967,"Translated(src=nl, dest=en, text=words, pronunciation=words, extra_data=""{'translat..."")",noun: phrase.  
717,droom,22275,158061826,96.91267533681533,"Translated(src=nl, dest=en, text=dream, pronunciation=dream, extra_data=""{'translat..."")",noun: dream.  
718,begrijpen,22175,158084001,96.92627152654677,"Translated(src=nl, dest=en, text=to understand, pronunciation=to understand, extra_data=""{'translat..."")","verb: understand, grasp.  "
719,eet,22161,158106162,96.93985913243802,"Translated(src=nl, dest=en, text=eat, pronunciation=eat, extra_data=""{'translat..."")","adjective: cooking, table.  "
720,bedoelt,22087,158128249,96.95340136660255,"Translated(src=nl, dest=en, text=means, pronunciation=means, extra_data=""{'translat..."")","verb: mean, intend.  "
721,onzin,22078,158150327,96.9669380825841,"Translated(src=nl, dest=en, text=nonsense, pronunciation=nonsense, extra_data=""{'translat..."")","noun: nonsense, rubbish.  "
722,serieus,21993,158172320,96.98042268239304,"Translated(src=nl, dest=en, text=serious, pronunciation=serious, extra_data=""{'translat..."")","adjective: serious, earnest.  "
723,konden,21991,158194311,96.99390605593912,"Translated(src=nl, dest=en, text=could, pronunciation=could, extra_data=""{'translat..."")","verb: can, may.  "
724,nietwaar,21987,158216298,97.00738697695941,"Translated(src=nl, dest=en, text=not true, pronunciation=not true, extra_data=""{'translat..."")",not true
725,verlaten,21978,158238276,97.02086237979674,"Translated(src=nl, dest=en, text=leave, pronunciation=leave, extra_data=""{'translat..."")","verb: leave, abandon.  adjective: abandoned, desolate.  "
726,pistool,21976,158260252,97.03433655637117,"Translated(src=nl, dest=en, text=gun, pronunciation=gun, extra_data=""{'translat..."")","noun: pistol, pistole.  "
727,gekregen,21923,158282175,97.04777823697917,"Translated(src=nl, dest=en, text=got, pronunciation=got, extra_data=""{'translat..."")","verb: get, receive.  "
728,men,21893,158304068,97.0612015236439,"Translated(src=nl, dest=en, text=man, pronunciation=man, extra_data=""{'translat..."")","pronoun: one, they.  noun: people.  "
729,brengt,21858,158325926,97.07460335070816,"Translated(src=nl, dest=en, text=brings, pronunciation=brings, extra_data=""{'translat..."")","verb: bring, apply.  "
730,fantastisch,21749,158347675,97.0879383464452,"Translated(src=nl, dest=en, text=fantastic, pronunciation=fantastic, extra_data=""{'translat..."")","adjective: fantastic, fantastical.  "
731,trots,21748,158369423,97.10127272905082,"Translated(src=nl, dest=en, text=pride, pronunciation=pride, extra_data=""{'translat..."")","noun: pride, spite.  adjective: proud, haughty.  preposition: in spite of, despite.  adverb: haughtily, with a high hand.  "
732,ziens,21747,158391170,97.11460649852498,"Translated(src=nl, dest=en, text=goodbye, pronunciation=goodbye, extra_data=""{'translat..."")",goodbye
733,ongeluk,21576,158412746,97.12783542252252,"Translated(src=nl, dest=en, text=accident, pronunciation=accident, extra_data=""{'translat..."")","noun: accident, misfortune.  adjective: ill-luck.  "
734,geheim,21569,158434315,97.14106005459998,"Translated(src=nl, dest=en, text=secret, pronunciation=secret, extra_data=""{'translat..."")","adjective: secret, confidential.  noun: secret, secrecy.  adverb: clandestinely, deeply.  "
735,vroeger,21569,158455884,97.15428468667743,"Translated(src=nl, dest=en, text=back in the days, pronunciation=back in the days, extra_data=""{'translat..."")","adverb: earlier, formerly.  adjective: former, old.  prefix: ex-.  "
736,veranderd,21563,158477447,97.16750563996622,"Translated(src=nl, dest=en, text=changed, pronunciation=changed, extra_data=""{'translat..."")",adjective: change.  
737,eentje,21539,158498986,97.1807118781004,"Translated(src=nl, dest=en, text=one, pronunciation=one, extra_data=""{'translat..."")",one
738,werden,21503,158520489,97.19389604350266,"Translated(src=nl, dest=en, text=became, pronunciation=became, extra_data=""{'translat..."")","verb: be, become.  "
739,begon,21433,158541922,97.20703728970396,"Translated(src=nl, dest=en, text=began, pronunciation=began, extra_data=""{'translat..."")","verb: start, begin.  "
740,verliezen,21415,158563337,97.22016749953931,"Translated(src=nl, dest=en, text=losses, pronunciation=losses, extra_data=""{'translat..."")","noun: losses, losings.  verb: lose, forfeit.  "
741,probeert,21388,158584725,97.23328115482572,"Translated(src=nl, dest=en, text=tries, pronunciation=tries, extra_data=""{'translat..."")","verb: try, attempt.  "
742,vliegtuig,21378,158606103,97.2463886787977,"Translated(src=nl, dest=en, text=aeroplane, pronunciation=aeroplane, extra_data=""{'translat..."")","noun: airplane, plane.  "
743,let,21267,158627370,97.2594281451796,"Translated(src=nl, dest=en, text=pay attention, pronunciation=pay attention, extra_data=""{'translat..."")",noun: Latvian.  adjective: satanic.  
744,slim,21263,158648633,97.27246515903572,"Translated(src=nl, dest=en, text=smart, pronunciation=smart, extra_data=""{'translat..."")","adjective: smart, cunning.  "
745,juiste,21213,158669846,97.28547151631975,"Translated(src=nl, dest=en, text=right one, pronunciation=right one, extra_data=""{'translat..."")","adjective: just, correct.  "
746,langer,21206,158691052,97.29847358168367,"Translated(src=nl, dest=en, text=longer, pronunciation=longer, extra_data=""{'translat..."")",adverb: longer.  
747,slaap,21098,158712150,97.31140942885182,"Translated(src=nl, dest=en, text=sleep, pronunciation=sleep, extra_data=""{'translat..."")","noun: sleep, temple.  "
748,lezen,20906,158733056,97.32422755478306,"Translated(src=nl, dest=en, text=read, pronunciation=read, extra_data=""{'translat..."")","verb: read, peruse.  "
749,ongeveer,20864,158753920,97.33701992919374,"Translated(src=nl, dest=en, text=about, pronunciation=about, extra_data=""{'translat..."")","adverb: about, approximately.  preposition: about.  adjective: some, nth.  "
750,behalve,20764,158774684,97.34975099046021,"Translated(src=nl, dest=en, text=except for, pronunciation=except for, extra_data=""{'translat..."")","preposition: except, but.  adverb: alongside, over and above.  "
751,meid,20761,158795445,97.36248021233233,"Translated(src=nl, dest=en, text=girl, pronunciation=girl, extra_data=""{'translat..."")","noun: girl, maid.  "
752,oom,20690,158816135,97.37516590187205,"Translated(src=nl, dest=en, text=uncle, pronunciation=uncle, extra_data=""{'translat..."")",noun: uncle.  
753,gered,20648,158836783,97.38782583989122,"Translated(src=nl, dest=en, text=saved, pronunciation=saved, extra_data=""{'translat..."")","verb: save, rescue.  "
754,bank,20625,158857408,97.4004716758872,"Translated(src=nl, dest=en, text=Bank, pronunciation=Bank, extra_data=""{'translat..."")","noun: bank, bench.  "
755,generaal,20580,158877988,97.41308992096829,"Translated(src=nl, dest=en, text=general, pronunciation=general, extra_data=""{'translat..."")",noun: general.  
756,dienst,20545,158898533,97.42568670644889,"Translated(src=nl, dest=en, text=employ, pronunciation=employ, extra_data=""{'translat..."")","noun: service, employment.  "
757,tenminste,20489,158919022,97.43824915656873,"Translated(src=nl, dest=en, text=at least, pronunciation=at least, extra_data=""{'translat..."")","adverb: at least, leastwise.  preposition: no less than.  "
758,lief,20484,158939506,97.45080854103136,"Translated(src=nl, dest=en, text=sweet, pronunciation=sweet, extra_data=""{'translat..."")","adjective: lovable, nice.  adverb: lief, nicely.  noun: sweetheart.  "
759,noem,20459,158959965,97.46335259720793,"Translated(src=nl, dest=en, text=name, pronunciation=name, extra_data=""{'translat..."")","verb: call, mention.  "
760,gedood,20440,158980405,97.4758850038871,"Translated(src=nl, dest=en, text=killed, pronunciation=killed, extra_data=""{'translat..."")","verb: kill, slay.  "
761,vraagt,20434,159000839,97.48841373177763,"Translated(src=nl, dest=en, text=asks, pronunciation=asks, extra_data=""{'translat..."")","verb: ask, question.  "
762,boos,20412,159021251,97.50092897077641,"Translated(src=nl, dest=en, text=angry, pronunciation=angry, extra_data=""{'translat..."")","adjective: angry, mad.  adverb: angrily, venomously.  "
763,spullen,20372,159041623,97.51341968451752,"Translated(src=nl, dest=en, text=stuff, pronunciation=stuff, extra_data=""{'translat..."")","verb: stuff.  noun: things, paraphernalia.  "
764,volgen,20356,159061979,97.52590058815554,"Translated(src=nl, dest=en, text=follow, pronunciation=follow, extra_data=""{'translat..."")","verb: follow, track.  "
765,sturen,20355,159082334,97.53838087866212,"Translated(src=nl, dest=en, text=send, pronunciation=send, extra_data=""{'translat..."")","verb: send, steer.  noun: steerage.  "
766,hemel,20341,159102675,97.55085258532851,"Translated(src=nl, dest=en, text=heaven, pronunciation=heaven, extra_data=""{'translat..."")","noun: sky, heaven.  "
767,makkelijk,20338,159123013,97.56332245260057,"Translated(src=nl, dest=en, text=comfortable, pronunciation=comfortable, extra_data=""{'translat..."")","adjective: easy, facile.  adverb: easy, easily.  "
768,ter,20291,159143304,97.57576350269485,"Translated(src=nl, dest=en, text=ter, pronunciation=ter, extra_data=""{'translat..."")","preposition: to, in.  "
769,genomen,20285,159163589,97.58820087400048,"Translated(src=nl, dest=en, text=taken, pronunciation=taken, extra_data=""{'translat..."")","verb: take, reach.  "
770,grootste,20192,159183781,97.60058122408198,"Translated(src=nl, dest=en, text=biggest, pronunciation=biggest, extra_data=""{'translat..."")","adjective: main, major.  noun: prince.  "
771,gebeurde,20138,159203919,97.6129284650656,"Translated(src=nl, dest=en, text=happened, pronunciation=happened, extra_data=""{'translat..."")","verb: happen, be.  "
772,kwamen,20022,159223941,97.62520458280191,"Translated(src=nl, dest=en, text=came, pronunciation=came, extra_data=""{'translat..."")","verb: come, get.  "
773,excuseer,19977,159243918,97.63745310962334,"Translated(src=nl, dest=en, text=excuse me, pronunciation=excuse me, extra_data=""{'translat..."")",verb: excuse.  
774,meter,19974,159263892,97.64969979705043,"Translated(src=nl, dest=en, text=meter, pronunciation=meter, extra_data=""{'translat..."")","noun: meter, measurer.  "
775,weinig,19956,159283848,97.66193544811156,"Translated(src=nl, dest=en, text=few, pronunciation=few, extra_data=""{'translat..."")","adjective: little, small.  adverb: little, few.  "
776,iedere,19953,159303801,97.67416925977837,"Translated(src=nl, dest=en, text=every, pronunciation=every, extra_data=""{'translat..."")",adjective: every.  pronoun: everyone.  
777,moordenaar,19937,159323738,97.6863932613421,"Translated(src=nl, dest=en, text=killer, pronunciation=killer, extra_data=""{'translat..."")","noun: killer, murderer.  "
778,luisteren,19909,159343647,97.69860009522544,"Translated(src=nl, dest=en, text=listen, pronunciation=listen, extra_data=""{'translat..."")","verb: listen, hear.  "
779,begrijpt,19866,159363513,97.71078056445678,"Translated(src=nl, dest=en, text=understands, pronunciation=understands, extra_data=""{'translat..."")","verb: understand, grasp.  "
780,gevaar,19844,159383357,97.72294754479638,"Translated(src=nl, dest=en, text=danger, pronunciation=danger, extra_data=""{'translat..."")","noun: danger, risk.  "
781,ieder,19830,159403187,97.7351059412958,"Translated(src=nl, dest=en, text=each, pronunciation=each, extra_data=""{'translat..."")","pronoun: each, any.  adjective: every, all.  "
782,sommige,19823,159423010,97.74726004587511,"Translated(src=nl, dest=en, text=some, pronunciation=some, extra_data=""{'translat..."")",adjective: some.  pronoun: some.  
783,via,19779,159442789,97.75938717267097,"Translated(src=nl, dest=en, text=through, pronunciation=through, extra_data=""{'translat..."")","preposition: via, through.  "
784,succes,19777,159462566,97.77151307320395,"Translated(src=nl, dest=en, text=good luck, pronunciation=good luck, extra_data=""{'translat..."")","noun: success, luck.  "
785,vertrekken,19747,159482313,97.78362057979365,"Translated(src=nl, dest=en, text=leave, pronunciation=leave, extra_data=""{'translat..."")","verb: leave, depart.  noun: quarters.  "
786,muziek,19732,159502045,97.79571888941173,"Translated(src=nl, dest=en, text=music, pronunciation=music, extra_data=""{'translat..."")",noun: music.  
787,gestolen,19720,159521765,97.8078098414525,"Translated(src=nl, dest=en, text=stolen, pronunciation=stolen, extra_data=""{'translat..."")","adjective: stolen, furtive.  "
788,meest,19707,159541472,97.81989282278451,"Translated(src=nl, dest=en, text=most, pronunciation=most, extra_data=""{'translat..."")",adjective: most.  adverb: most.  
789,hoef,19691,159561163,97.83196599401346,"Translated(src=nl, dest=en, text=hoof, pronunciation=hoof, extra_data=""{'translat..."")",noun: hoof.  
790,advocaat,19685,159580848,97.84403548645373,"Translated(src=nl, dest=en, text=lawyer, pronunciation=lawyer, extra_data=""{'translat..."")","noun: lawyer, advocate.  "
791,kijkt,19657,159600505,97.85608781121364,"Translated(src=nl, dest=en, text=looks, pronunciation=looks, extra_data=""{'translat..."")","verb: look, see.  "
792,helpt,19490,159619995,97.8680377430227,"Translated(src=nl, dest=en, text=helps, pronunciation=helps, extra_data=""{'translat..."")","verb: help, assist.  "
793,afspraak,19419,159639414,97.87994414249935,"Translated(src=nl, dest=en, text=appointment, pronunciation=appointment, extra_data=""{'translat..."")","noun: appointment, agreement.  "
794,maand,19362,159658776,97.8918155934838,"Translated(src=nl, dest=en, text=month, pronunciation=month, extra_data=""{'translat..."")","noun: month, moon.  "
795,zwarte,19353,159678129,97.90368152628527,"Translated(src=nl, dest=en, text=black, pronunciation=black, extra_data=""{'translat..."")","adjective: black, dark.  "
796,seconden,19303,159697432,97.91551680251463,"Translated(src=nl, dest=en, text=seconds, pronunciation=seconds, extra_data=""{'translat..."")",noun: second.  
797,sterk,19286,159716718,97.92734165550947,"Translated(src=nl, dest=en, text=strong, pronunciation=strong, extra_data=""{'translat..."")","adjective: strong, high.  adverb: strong, strongly.  "
798,foto's,19273,159735991,97.93915853779556,"Translated(src=nl, dest=en, text=photos, pronunciation=photos, extra_data=""{'translat..."")","noun: photo, photograph.  "
799,lijken,19214,159755205,97.95093924532655,"Translated(src=nl, dest=en, text=appear, pronunciation=appear, extra_data=""{'translat..."")","verb: seem, appear.  adjective: cadaveric.  "
800,geest,19204,159774409,97.96271382154313,"Translated(src=nl, dest=en, text=spirit, pronunciation=spirit, extra_data=""{'translat..."")","noun: spirit, mind.  "
801,gingen,19194,159793603,97.97448226644529,"Translated(src=nl, dest=en, text=went, pronunciation=went, extra_data=""{'translat..."")","verb: go, proceed.  "
802,straat,19185,159812788,97.98624519316446,"Translated(src=nl, dest=en, text=street, pronunciation=street, extra_data=""{'translat..."")","noun: street, road.  "
803,slechts,19175,159831963,97.99800198856921,"Translated(src=nl, dest=en, text=only, pronunciation=only, extra_data=""{'translat..."")","adverb: only, merely.  "
804,verkeerde,19172,159851135,98.00975694457964,"Translated(src=nl, dest=en, text=wrong, pronunciation=wrong, extra_data=""{'translat..."")","adjective: wrong, incorrect.  "
805,slaan,19171,159870306,98.02151128745862,"Translated(src=nl, dest=en, text=to beat, pronunciation=to beat, extra_data=""{'translat..."")","verb: beat, hit.  noun: embossing.  "
806,FBI,19103,159889409,98.03322393739953,"Translated(src=nl, dest=en, text=FBI, pronunciation=FBI, extra_data=""{'translat..."")",FBI
807,afgelopen,19035,159908444,98.04489489440238,"Translated(src=nl, dest=en, text=past, pronunciation=past, extra_data=""{'translat..."")","adjective: over, finished.  adverb: out.  "
808,hotel,19031,159927475,98.05656339887945,"Translated(src=nl, dest=en, text=hotel, pronunciation=hotel, extra_data=""{'translat..."")",noun: hotel.  
809,bekend,19028,159946503,98.06823006396219,"Translated(src=nl, dest=en, text=familiar, pronunciation=familiar, extra_data=""{'translat..."")","adjective: known, recognized.  "
810,ene,18988,159965491,98.07987220378723,"Translated(src=nl, dest=en, text=one, pronunciation=one, extra_data=""{'translat..."")",one
811,ruimte,18932,159984423,98.09148000825152,"Translated(src=nl, dest=en, text=room, pronunciation=room, extra_data=""{'translat..."")","noun: space, room.  "
812,lange,18891,160003314,98.1030626743267,"Translated(src=nl, dest=en, text=long, pronunciation=long, extra_data=""{'translat..."")","adjective: long, tall.  "
813,trouwens,18890,160022204,98.1146447272704,"Translated(src=nl, dest=en, text=Incidentally, pronunciation=Incidentally, extra_data=""{'translat..."")","adverb: moreover, besides.  preposition: besides.  "
814,feest,18874,160041078,98.12621697011105,"Translated(src=nl, dest=en, text=party, pronunciation=party, extra_data=""{'translat..."")","noun: feast, festival.  adjective: festive.  "
815,vliegen,18847,160059925,98.13777265840274,"Translated(src=nl, dest=en, text=fly, pronunciation=fly, extra_data=""{'translat..."")","verb: fly, wing.  "
816,boot,18845,160078770,98.14932712043156,"Translated(src=nl, dest=en, text=boat, pronunciation=boat, extra_data=""{'translat..."")","noun: boat, ship.  "
817,meester,18785,160097555,98.16084479457385,"Translated(src=nl, dest=en, text=master, pronunciation=master, extra_data=""{'translat..."")","noun: master, lord.  "
818,doel,18759,160116314,98.17234652729863,"Translated(src=nl, dest=en, text=goal, pronunciation=goal, extra_data=""{'translat..."")","noun: purpose, goal.  "
819,zolang,18755,160135069,98.18384580749765,"Translated(src=nl, dest=en, text=so long, pronunciation=so long, extra_data=""{'translat..."")","conjunction: as long as, so long as.  "
820,regels,18728,160153797,98.19532853314772,"Translated(src=nl, dest=en, text=lines, pronunciation=lines, extra_data=""{'translat..."")","noun: rule, line.  "
821,stomme,18662,160172459,98.2067707921226,"Translated(src=nl, dest=en, text=stupid, pronunciation=stupid, extra_data=""{'translat..."")","noun: mute, dumb person.  "
822,begonnen,18629,160191088,98.2181928177599,"Translated(src=nl, dest=en, text=started, pronunciation=started, extra_data=""{'translat..."")","verb: start, begin.  "
823,zak,18614,160209702,98.22960564642555,"Translated(src=nl, dest=en, text=bag, pronunciation=bag, extra_data=""{'translat..."")","noun: bag, pocket.  "
824,absoluut,18610,160228312,98.24101602256545,"Translated(src=nl, dest=en, text=absolute, pronunciation=absolute, extra_data=""{'translat..."")","adverb: absolutely, must needs.  adjective: absolute, rank.  "
825,spreek,18561,160246873,98.25239635526468,"Translated(src=nl, dest=en, text=speak, pronunciation=speak, extra_data=""{'translat..."")",adjective: speaking.  
826,stom,18549,160265422,98.2637693303866,"Translated(src=nl, dest=en, text=stupid, pronunciation=stupid, extra_data=""{'translat..."")","adjective: stupid, dumb.  adverb: stupidly, vainly.  "
827,bestaat,18538,160283960,98.27513556106264,"Translated(src=nl, dest=en, text=consists, pronunciation=consists, extra_data=""{'translat..."")","verb: exist, subsist.  "
828,welk,18524,160302484,98.2864932078985,"Translated(src=nl, dest=en, text=which, pronunciation=which, extra_data=""{'translat..."")","conjunction: which.  pronoun: which, what.  "
829,gevaarlijk,18518,160321002,98.2978471759457,"Translated(src=nl, dest=en, text=dangerous, pronunciation=dangerous, extra_data=""{'translat..."")","adjective: dangerous, hazardous.  adverb: hazardous, dangerously.  "
830,jawel,18482,160339484,98.309179071261,"Translated(src=nl, dest=en, text=Yes, pronunciation=Yes, extra_data=""{'translat..."")",interjection: Yes!.  
831,mocht,18462,160357946,98.32049870394744,"Translated(src=nl, dest=en, text=allowed, pronunciation=allowed, extra_data=""{'translat..."")",verb: may.  
832,goedemorgen,18460,160376406,98.33181711037099,"Translated(src=nl, dest=en, text=good morning, pronunciation=good morning, extra_data=""{'translat..."")",interjection: Good morning!.  
833,wilden,18401,160394807,98.34309934203945,"Translated(src=nl, dest=en, text=wild ones, pronunciation=wild ones, extra_data=""{'translat..."")","verb: want, like.  "
834,erger,18342,160413149,98.35434539895283,"Translated(src=nl, dest=en, text=worse, pronunciation=worse, extra_data=""{'translat..."")",adjective: worse.  adverb: worse.  
835,vreselijk,18250,160431399,98.36553504777352,"Translated(src=nl, dest=en, text=horrible, pronunciation=horrible, extra_data=""{'translat..."")","adjective: terrible, horrible.  adverb: terribly, awfully.  "
836,zodra,18225,160449624,98.37670936830816,"Translated(src=nl, dest=en, text=as soon, pronunciation=as soon, extra_data=""{'translat..."")","conjunction: once, as soon as.  adverb: instantly, directly.  "
837,geraakt,18208,160467832,98.38787326560828,"Translated(src=nl, dest=en, text=touched, pronunciation=touched, extra_data=""{'translat..."")","adjective: resentful, peeved.  adverb: resentfully.  "
838,nadat,18165,160485997,98.39901079825637,"Translated(src=nl, dest=en, text=once, pronunciation=once, extra_data=""{'translat..."")","conjunction: after, how.  "
839,vertrouw,18156,160504153,98.41014281272149,"Translated(src=nl, dest=en, text=trust, pronunciation=trust, extra_data=""{'translat..."")",trust
840,kolonel,18129,160522282,98.42125827263767,"Translated(src=nl, dest=en, text=colonel, pronunciation=colonel, extra_data=""{'translat..."")",noun: colonel.  
841,voelde,18124,160540406,98.43237066689663,"Translated(src=nl, dest=en, text=felt, pronunciation=felt, extra_data=""{'translat..."")","verb: feel, sense.  "
842,kleren,18114,160558520,98.44347692984118,"Translated(src=nl, dest=en, text=clothes, pronunciation=clothes, extra_data=""{'translat..."")","noun: clothes, clothing.  "
843,rug,18066,160576586,98.45455376247651,"Translated(src=nl, dest=en, text=back, pronunciation=back, extra_data=""{'translat..."")","noun: back, spine.  "
844,naast,18065,160594651,98.46562998198038,"Translated(src=nl, dest=en, text=next, pronunciation=next, extra_data=""{'translat..."")","adjective: next, nearest.  adverb: next, nigh.  preposition: next to, beside.  phrase: within an inch.  "
845,totdat,17937,160612588,98.47662772065965,"Translated(src=nl, dest=en, text=until, pronunciation=until, extra_data=""{'translat..."")","conjunction: until, till.  "
846,verliefd,17921,160630509,98.48761564923585,"Translated(src=nl, dest=en, text=in love, pronunciation=in love, extra_data=""{'translat..."")","adjective: in love, amorous.  "
847,lukt,17899,160648408,98.49859008892031,"Translated(src=nl, dest=en, text=succeed, pronunciation=succeed, extra_data=""{'translat..."")",verb: work out.  
848,wonen,17894,160666302,98.50956146294757,"Translated(src=nl, dest=en, text=living, pronunciation=living, extra_data=""{'translat..."")","verb: live, dwell.  "
849,lieve,17885,160684187,98.52052731879185,"Translated(src=nl, dest=en, text=dear, pronunciation=dear, extra_data=""{'translat..."")",noun: dear.  
850,gaten,17884,160702071,98.53149256150468,"Translated(src=nl, dest=en, text=holes, pronunciation=holes, extra_data=""{'translat..."")","noun: hole, gap.  "
851,raar,17802,160719873,98.54240752743925,"Translated(src=nl, dest=en, text=weird, pronunciation=weird, extra_data=""{'translat..."")","adjective: strange, funny.  adverb: strangely, queerly.  "
852,geprobeerd,17778,160737651,98.5533077782192,"Translated(src=nl, dest=en, text=tried, pronunciation=tried, extra_data=""{'translat..."")","verb: try, attempt.  "
853,geleerd,17694,160755345,98.56415652595801,"Translated(src=nl, dest=en, text=learned, pronunciation=learned, extra_data=""{'translat..."")","adjective: learned, studied.  "
854,erover,17584,160772929,98.57493782923818,"Translated(src=nl, dest=en, text=about it, pronunciation=about it, extra_data=""{'translat..."")",about it
855,raad,17563,160790492,98.58570625675806,"Translated(src=nl, dest=en, text=council, pronunciation=council, extra_data=""{'translat..."")","noun: advice, council.  "
856,volg,17553,160808045,98.59646855296351,"Translated(src=nl, dest=en, text=follow, pronunciation=follow, extra_data=""{'translat..."")","verb: follow, track.  "
857,verkopen,17543,160825588,98.60722471785455,"Translated(src=nl, dest=en, text=to sell, pronunciation=to sell, extra_data=""{'translat..."")","verb: sell, market.  "
858,geweldige,17535,160843123,98.61797597769404,"Translated(src=nl, dest=en, text=great, pronunciation=great, extra_data=""{'translat..."")","adjective: immense, violent.  "
859,zover,17502,160860625,98.62870700419595,"Translated(src=nl, dest=en, text=as far, pronunciation=as far, extra_data=""{'translat..."")","adverb: so far as, so far.  conjunction: so far as.  "
860,red,17457,160878082,98.63941043978294,"Translated(src=nl, dest=en, text=red, pronunciation=red, extra_data=""{'translat..."")",adjective: ginger.  
861,woont,17449,160895531,98.6501089703184,"Translated(src=nl, dest=en, text=lives, pronunciation=lives, extra_data=""{'translat..."")","verb: live, dwell.  "
862,Amerika,17421,160912952,98.66079033317348,"Translated(src=nl, dest=en, text=America, pronunciation=America, extra_data=""{'translat..."")",noun: America.  
863,lul,17403,160930355,98.6714606596626,"Translated(src=nl, dest=en, text=asshole, pronunciation=asshole, extra_data=""{'translat..."")","noun: cock, prick.  "
864,gedacht,17366,160947721,98.68210830028836,"Translated(src=nl, dest=en, text=thought, pronunciation=thought, extra_data=""{'translat..."")","verb: think, think of.  "
865,bewijzen,17361,160965082,98.69275287525691,"Translated(src=nl, dest=en, text=prove, pronunciation=prove, extra_data=""{'translat..."")","verb: prove, evidence.  "
866,prijs,17348,160982430,98.70338947951672,"Translated(src=nl, dest=en, text=price, pronunciation=price, extra_data=""{'translat..."")","noun: price, value.  "
867,www,17331,160999761,98.71401566054199,"Translated(src=nl, dest=en, text=www, pronunciation=www, extra_data=""{'translat..."")",www
868,raken,17313,161017074,98.72463080520131,"Translated(src=nl, dest=en, text=touch, pronunciation=touch, extra_data=""{'translat..."")","verb: hit, affect.  "
869,voorstellen,17306,161034380,98.73524165794053,"Translated(src=nl, dest=en, text=to introduce, pronunciation=to introduce, extra_data=""{'translat..."")","verb: propose, suggest.  "
870,vorige,17290,161051670,98.74584270057669,"Translated(src=nl, dest=en, text=previous, pronunciation=previous, extra_data=""{'translat..."")","adjective: last, previous.  "
871,regel,17284,161068954,98.75644006442418,"Translated(src=nl, dest=en, text=rule, pronunciation=rule, extra_data=""{'translat..."")","noun: rule, line.  "
872,schrijven,17273,161086227,98.76703068382581,"Translated(src=nl, dest=en, text=to write, pronunciation=to write, extra_data=""{'translat..."")","verb: write, pen.  noun: missive.  "
873,rot,17272,161103499,98.777620690096,"Translated(src=nl, dest=en, text=rotten, pronunciation=rotten, extra_data=""{'translat..."")","noun: rot, squad.  adjective: rotten, putrid.  "
874,gebouw,17260,161120759,98.78820333878888,"Translated(src=nl, dest=en, text=building, pronunciation=building, extra_data=""{'translat..."")","noun: building, construction.  "
875,trekken,17238,161137997,98.79877249859004,"Translated(src=nl, dest=en, text=Pull, pronunciation=Pull, extra_data=""{'translat..."")","verb: attract, draw.  noun: draft, hammer.  "
876,herinneren,17235,161155232,98.80933981899686,"Translated(src=nl, dest=en, text=to remind, pronunciation=to remind, extra_data=""{'translat..."")","verb: remember, remind.  "
877,dansen,17139,161172371,98.81984827878523,"Translated(src=nl, dest=en, text=to dance, pronunciation=to dance, extra_data=""{'translat..."")","noun: dancing.  verb: dance, foot.  phrase: shake one's leg.  "
878,gebracht,17060,161189431,98.83030830118967,"Translated(src=nl, dest=en, text=brought, pronunciation=brought, extra_data=""{'translat..."")","verb: bring, apply.  "
879,meeste,17030,161206461,98.84074992965084,"Translated(src=nl, dest=en, text=most, pronunciation=most, extra_data=""{'translat..."")",most
