,Dutch,Frequency,SpaCy_POS,SpaCy_Tag,POS,Translation
406,proberen,48292,VERB,WW|inf|vrij|zonder,Verb,to attempt
407,jack,48424,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,jack
408,spelen,48192,VERB,WW|inf|vrij|zonder,Verb,to play
409,lekker,47886,ADJ,ADJ|vrij|basis|zonder,Adjective,Tasty
410,doden,47776,ADJ,ADJ|nom|basis|met-e|mv-n,Adjective,kill
411,gebruiken,47606,VERB,WW|pv|tgw|mv,Verb,to use
412,groot,47534,ADJ,ADJ|vrij|basis|zonder,Adjective,big
413,kent,47526,VERB,WW|pv|tgw|met-t,Verb,knows
414,boven,47510,ADP,VZ|init,Preposition,above
415,water,47424,NOUN,N|soort|ev|basis|onz|stan,Noun,water
416,problemen,47408,NOUN,N|soort|mv|basis,Noun,issues
417,land,46950,NOUN,N|soort|ev|basis|onz|stan,Noun,country
418,sta,46926,VERB,WW|pv|tgw|ev,Verb,stand
419,later,46733,ADJ,ADJ|vrij|comp|zonder,Adjective,later
420,papa,46437,NOUN,N|soort|mv|basis,Noun,Daddy
421,pakken,46368,VERB,WW|inf|vrij|zonder,Verb,to take
422,week,46191,NOUN,N|soort|ev|basis|zijd|stan,Noun,week
423,schat,46157,VERB,WW|pv|tgw|ev,Verb,Darling
424,voordat,46091,SCONJ,VG|onder,Conjunction,before
425,zoveel,46005,NUM,TW|hoofd|vrij,Numeral,so much
426,vrij,45832,ADJ,ADJ|vrij|basis|zonder,Adjective,free
427,echte,45607,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,real
428,stoppen,45570,VERB,WW|pv|tgw|mv,Verb,fuses
429,klootzak,45458,NOUN,N|soort|ev|basis|zijd|stan,Noun,asshole
430,beginnen,45103,VERB,WW|pv|tgw|mv,Verb,to start
431,alstublieft,45100,ADV,BW,Adverb,Please
432,zodat,44898,SCONJ,VG|onder,Conjunction,so that
433,zorg,44780,NOUN,N|soort|ev|basis|zijd|stan,Noun,concern
434,mooie,44687,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,nice
435,wees,44675,VERB,WW|pv|verl|ev,Verb,orphan
436,vermoorden,44556,VERB,WW|inf|vrij|zonder,Verb,murder
437,mis,44446,ADJ,ADJ|vrij|basis|zonder,Adjective,wrong
438,vooruit,44178,ADV,BW,Adverb,forward
439,bellen,44075,VERB,WW|inf|vrij|zonder,Verb,to call
440,dochter,43787,NOUN,N|soort|ev|basis|zijd|stan,Noun,daughter
441,vrouwen,43587,NOUN,N|soort|mv|basis,Noun,women
442,tien,43528,NUM,TW|hoofd|prenom|stan,Numeral,ten
443,hoeft,43165,VERB,WW|pv|tgw|met-t,Verb,need
444,lopen,43127,VERB,WW|inf|vrij|zonder,Verb,to walk
445,hart,42798,NOUN,N|soort|ev|basis|onz|stan,Noun,heart
446,snap,42660,ADJ,ADJ|vrij|basis|zonder,Adjective,get it
447,voorbij,42599,ADJ,ADJ|vrij|basis|zonder,Adjective,past
448,los,42535,ADJ,ADJ|vrij|basis|zonder,Adjective,loose
449,vergeten,42426,VERB,WW|vd|vrij|zonder,Verb,forget
450,gebeuren,42376,VERB,WW|inf|vrij|zonder,Verb,to happen
451,bloed,42291,NOUN,N|soort|ev|basis|onz|stan,Noun,blood
452,druk,42103,ADJ,ADJ|vrij|basis|zonder,Adjective,Busy
453,verhaal,41989,NOUN,N|soort|ev|basis|onz|stan,Noun,story
454,moeilijk,41944,ADJ,ADJ|vrij|basis|zonder,Adjective,difficult
455,hoi,41728,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Hi
456,zes,41637,NUM,TW|hoofd|prenom|stan,Numeral,six
457,eerder,41609,ADJ,ADJ|vrij|comp|zonder,Adjective,earlier
458,neer,41320,ADP,VZ|fin,Preposition,down
459,ervan,41219,ADV,BW,Adverb,of it
460,bed,41205,NOUN,N|soort|ev|basis|onz|stan,Noun,bed
461,nacht,41146,NOUN,N|soort|ev|basis|zijd|stan,Noun,night
462,bezig,41139,ADJ,ADJ|vrij|basis|zonder,Adjective,busy
463,wakker,41135,ADJ,ADJ|vrij|basis|zonder,Adjective,awake
464,redden,41027,VERB,WW|pv|tgw|mv,Verb,to rescue
465,klein,40806,ADJ,ADJ|vrij|basis|zonder,Adjective,small
466,gekomen,40777,VERB,WW|vd|vrij|zonder,Verb,came
467,sinds,40675,ADP,VZ|init,Preposition,since
468,kop,40643,NOUN,N|soort|ev|basis|zijd|stan,Noun,head
469,zult,40481,AUX,WW|pv|tgw|met-t,Auxiliary,will
470,begrepen,40477,VERB,WW|vd|vrij|zonder,Verb,understood
471,plek,40429,NOUN,N|soort|ev|basis|zijd|stan,Noun,place
472,veilig,40317,ADJ,ADJ|vrij|basis|zonder,Adjective,safe
473,stel,40303,NOUN,WW|pv|tgw|ev,Noun,couple
474,vol,40131,ADP,ADJ|vrij|basis|zonder,Preposition,full
475,nummer,39955,NOUN,N|soort|ev|basis|onz|stan,Noun,number
476,waarheid,39572,NOUN,N|soort|ev|basis|zijd|stan,Noun,truth
477,zoiets,39557,PRON,VNW|onbep|pron|stan|vol|3o|ev,Pronoun,something like that
478,mevrouw,39513,NOUN,N|soort|ev|basis|zijd|stan,Noun,Madam
479,leren,39427,VERB,WW|inf|vrij|zonder,Verb,to learn
480,hetzelfde,39405,ADJ,ADJ|nom|basis|zonder|zonder-n,Adjective,the same
481,gaf,39222,VERB,WW|pv|verl|ev,Verb,gave
482,baby,39126,NOUN,N|soort|ev|basis|zijd|stan,Noun,baby
483,baas,38962,NOUN,N|soort|ev|basis|zijd|stan,Noun,boss
484,gelukkig,38896,ADJ,ADJ|vrij|basis|zonder,Adjective,happy
485,meteen,38814,ADV,BW,Adverb,immediately
486,beneden,38676,ADP,VZ|fin,Preposition,downstairs
487,waarschijnlijk,38657,ADJ,ADJ|vrij|basis|zonder,Adjective,probably
488,sterven,38557,VERB,WW|pv|tgw|mv,Verb,die
489,gezicht,38454,NOUN,N|soort|ev|basis|onz|stan,Noun,sight
490,begin,38444,NOUN,N|soort|ev|basis|onz|stan,Noun,get started
491,mogelijk,38273,ADJ,ADJ|vrij|basis|zonder,Adjective,possible
492,mama,38204,NOUN,N|soort|ev|basis|zijd|stan,Noun,mom
493,dicht,37994,ADJ,ADJ|vrij|basis|zonder,Adjective,closed
494,zaken,37888,NOUN,N|soort|mv|basis,Noun,Affairs
495,liggen,37843,VERB,WW|pv|tgw|mv,Verb,lie
496,nieuws,37780,NOUN,N|soort|ev|basis|onz|stan,Noun,news
497,ander,37739,ADJ,ADJ|nom|basis|zonder|zonder-n,Adjective,other
498,eraan,37602,ADV,BW,Adverb,to it
499,liefde,37343,NOUN,N|soort|ev|basis|zijd|stan,Noun,love
500,slapen,37222,VERB,WW|pv|tgw|mv,Verb,to sleep
501,ver,36713,ADJ,ADJ|vrij|basis|zonder,Adjective,far
502,reden,36707,NOUN,N|soort|ev|basis|zijd|stan,Noun,rode
503,fout,36635,NOUN,N|soort|ev|basis|zijd|stan,Noun,wrong
504,vallen,36628,VERB,WW|inf|vrij|zonder,Verb,traps
505,maanden,36613,NOUN,N|soort|mv|basis,Noun,months
506,mogen,36542,AUX,WW|pv|tgw|mv,Auxiliary,to be allowed to
507,oud,36427,ADJ,ADJ|vrij|basis|zonder,Adjective,old
508,vergeet,36401,ADJ,ADJ|vrij|basis|zonder,Adjective,forgets
509,voelt,36000,VERB,WW|pv|tgw|met-t,Verb,feels
510,vent,35989,VERB,WW|pv|tgw|met-t,Verb,guy
511,sir,35728,PROPN,SPEC|deeleigen,Proper noun,sir
512,hoorde,35716,VERB,WW|pv|verl|ev,Verb,heard
513,hoort,35667,VERB,WW|pv|tgw|met-t,Verb,belongs
514,klinkt,35309,VERB,WW|pv|tgw|met-t,Verb,sounds
515,terwijl,35296,SCONJ,VG|onder,Conjunction,while
516,vriendin,35131,NOUN,N|soort|ev|basis|zijd|stan,Noun,female friend
517,welkom,35066,NOUN,N|soort|ev|basis|zijd|stan,Noun,welcome
518,team,35038,NOUN,N|soort|ev|basis|onz|stan,Noun,team
519,rond,34821,ADP,VZ|init,Preposition,round
520,president,34799,NOUN,N|soort|ev|basis|zijd|stan,Noun,president
521,oorlog,34777,NOUN,N|soort|ev|basis|zijd|stan,Noun,war
522,duidelijk,34757,ADJ,ADJ|vrij|basis|zonder,Adjective,clearly
523,jaren,34619,NOUN,N|soort|mv|basis,Noun,years
524,rest,34598,NOUN,N|soort|ev|basis|onz|stan,Noun,rest
525,schuld,34596,NOUN,N|soort|ev|basis|zijd|stan,Noun,debt
526,avond,34519,NOUN,N|soort|ev|basis|zijd|stan,Noun,evening
527,eerlijk,34440,ADJ,ADJ|vrij|basis|zonder,Adjective,honestly
528,fijn,34363,ADJ,ADJ|vrij|basis|zonder,Adjective,fine
529,mond,34290,NOUN,N|soort|ev|basis|zijd|stan,Noun,mouth
530,buurt,34128,NOUN,N|soort|ev|basis|zijd|stan,Noun,neighbourhood
531,drinken,34121,VERB,WW|pv|tgw|mv,Verb,drinks
532,telefoon,34109,NOUN,N|soort|ev|basis|zijd|stan,Noun,telephone
533,per,34021,ADP,VZ|init,Preposition,per
534,wapen,33855,NOUN,N|soort|ev|basis|onz|stan,Noun,weapon
535,liet,33647,VERB,WW|pv|verl|ev,Verb,left
536,belangrijk,33596,ADJ,ADJ|vrij|basis|zonder,Adjective,important
537,kreeg,33385,VERB,WW|pv|verl|ev,Verb,got
538,ouders,33385,NOUN,N|soort|mv|basis,Noun,parents
539,stuk,33039,NOUN,N|soort|ev|basis|onz|stan,Noun,piece
540,rust,33029,NOUN,N|soort|ev|basis|zijd|stan,Noun,peace
541,vandaan,32982,ADP,VZ|fin,Preposition,from
542,kennen,32951,VERB,WW|pv|tgw|mv,Verb,know
543,Jezus,32823,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Jesus
544,deel,32787,NOUN,N|soort|ev|basis|onz|stan,Noun,part
545,baan,32677,NOUN,N|soort|ev|basis|zijd|stan,Noun,track
546,kapitein,32643,NOUN,N|soort|ev|basis|zijd|stan,Noun,captain
547,erop,32639,ADV,BW,Adverb,on top
548,geluk,32608,NOUN,N|soort|ev|basis|onz|stan,Noun,luck
549,dezelfde,32574,ADJ,ADJ|nom|basis|zonder|zonder-n,Adjective,the same
550,overal,32472,ADV,VNW|onbep|adv-pron|obl|vol|3o|getal,Adverb,everywhere
551,schip,32453,NOUN,N|soort|ev|basis|onz|stan,Noun,ship
552,heren,32312,NOUN,N|soort|mv|basis,Noun,Gentlemen
553,gegeven,32287,VERB,WW|vd|vrij|zonder,Verb,datum
554,anderen,32206,ADJ,ADJ|nom|basis|met-e|mv-n,Adjective,others
555,zeer,32044,ADV,BW,Adverb,very
556,langs,32032,ADP,VZ|fin,Preposition,by
557,mam,31998,NOUN,N|soort|ev|basis|zijd|stan,Noun,Mom
558,recht,31928,NOUN,N|soort|ev|basis|onz|stan,Noun,straight
559,lichaam,31885,NOUN,N|soort|ev|basis|onz|stan,Noun,body
560,aardig,31646,ADJ,ADJ|vrij|basis|zonder,Adjective,nice
561,vertrouwen,31620,NOUN,N|soort|ev|basis|onz|stan,Noun,to trust
562,ermee,31601,ADV,BW,Adverb,with it
563,neemt,31477,VERB,WW|pv|tgw|met-t,Verb,takes
564,vanaf,31271,ADP,VZ|init,Preposition,from
565,vaak,31240,ADJ,ADJ|vrij|basis|zonder,Adjective,often
566,boek,31206,NOUN,N|soort|ev|basis|onz|stan,Noun,book
567,mezelf,31118,PRON,VNW|pr|pron|obl|nadr|1|ev,Pronoun,myself
568,zetten,31107,VERB,WW|pv|tgw|mv,Verb,to make
569,stil,30859,ADJ,ADJ|vrij|basis|zonder,Adjective,quiet
570,ok,30848,SYM,SPEC|symb,Symbol,OK
571,kerel,30834,NOUN,N|soort|ev|basis|zijd|stan,Noun,guy
572,betalen,30796,VERB,WW|inf|vrij|zonder,Verb,pay
573,geval,30775,NOUN,N|soort|ev|basis|onz|stan,Noun,case
574,miljoen,30712,NOUN,N|soort|ev|basis|onz|stan,Noun,million
575,tweede,30561,ADJ,TW|rang|prenom|stan,Adjective,second
576,haat,30549,NOUN,N|soort|ev|basis|zijd|stan,Noun,hate
577,hard,30499,ADJ,ADJ|vrij|basis|zonder,Adjective,hard
578,inderdaad,30226,ADV,BW,Adverb,indeed
579,woord,30206,NOUN,N|soort|ev|basis|onz|stan,Noun,word
580,stond,30190,VERB,WW|pv|verl|ev,Verb,was standing
581,hond,29912,NOUN,N|soort|ev|basis|zijd|stan,Noun,dog
582,straks,29735,ADV,BW,Adverb,soon
583,weken,29627,NOUN,N|soort|mv|basis,Noun,to soften
584,film,29474,NOUN,N|soort|ev|basis|zijd|stan,Noun,movie
585,antwoord,29338,NOUN,N|soort|ev|basis|onz|stan,Noun,answer
586,veranderen,29318,VERB,WW|inf|vrij|zonder,Verb,change
587,licht,29313,NOUN,N|soort|ev|basis|onz|stan,Noun,light
588,houd,29253,VERB,WW|pv|tgw|ev,Verb,loves
589,pa,29099,NOUN,N|soort|ev|basis|zijd|stan,Noun,dad
590,tijdens,29074,ADP,VZ|init,Preposition,during the day
591,lieverd,29053,VERB,WW|vd|vrij|zonder,Verb,Darling
592,liever,29048,ADV,BW,Adverb,rather
593,kwaad,29008,NOUN,N|soort|ev|basis|onz|stan,Noun,angry
594,ontmoet,28999,VERB,WW|vd|vrij|zonder,Verb,meet
595,nergens,28867,ADV,VNW|onbep|adv-pron|obl|vol|3o|getal,Adverb,nowhere
596,gebruikt,28843,VERB,WW|vd|vrij|zonder,Verb,used
597,schatje,28667,NOUN,N|soort|ev|dim|onz|stan,Noun,baby
598,verloren,28643,VERB,WW|vd|vrij|zonder,Verb,lost
599,koning,28627,NOUN,N|soort|ev|basis|zijd|stan,Noun,king
600,nieuw,28626,ADJ,ADJ|vrij|basis|zonder,Adjective,new
601,elk,28596,PRON,VNW|onbep|det|stan|vrij|zonder,Pronoun,each
602,erin,28567,ADV,BW,Adverb,in it
603,ontmoeten,28519,VERB,WW|inf|vrij|zonder,Verb,Meet
604,vechten,28506,VERB,WW|pv|tgw|mv,Verb,to fight
605,voorzichtig,28378,ADJ,ADJ|vrij|basis|zonder,Adjective,carefully
606,geworden,28370,VERB,WW|vd|vrij|zonder,Verb,become
607,enkel,28204,ADV,BW,Adverb,single
608,kwijt,28134,ADJ,ADJ|vrij|basis|zonder,Adjective,lost
609,noemen,28031,VERB,WW|pv|tgw|mv,Verb,to call
610,valt,27984,VERB,WW|pv|tgw|met-t,Verb,fall
611,prachtig,27978,ADJ,ADJ|vrij|basis|zonder,Adjective,beautiful
612,rijden,27944,VERB,WW|pv|tgw|mv,Verb,to ride
613,zin,27837,NOUN,N|soort|ev|basis|zijd|stan,Noun,sentence
614,hield,27783,VERB,WW|pv|verl|ev,Verb,loved
615,daarna,27523,ADV,BW,Adverb,then
616,mens,27427,NOUN,N|soort|ev|basis|zijd|stan,Noun,man
617,schieten,27073,VERB,WW|inf|nom|zonder|zonder-n,Verb,to shoot
618,grappig,27044,VERB,WW|vd|vrij|zonder,Verb,funny
619,stap,26802,NOUN,N|soort|ev|basis|zijd|stan,Noun,step
620,zichzelf,26750,PRON,VNW|refl|pron|obl|nadr|3|getal,Pronoun,himself
621,kantoor,26717,NOUN,N|soort|ev|basis|onz|stan,Noun,office
622,wapens,26652,NOUN,N|soort|mv|basis,Noun,weapons
623,normaal,26650,ADJ,ADJ|vrij|basis|zonder,Adjective,normal
624,slechte,26611,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,poor
625,maakte,26600,VERB,WW|pv|verl|ev,Verb,made
626,moord,26566,NOUN,N|soort|ev|basis|zijd|stan,Noun,murder
627,gebeld,26509,VERB,WW|vd|vrij|zonder,Verb,called
628,ervoor,26424,ADV,BW,Adverb,before
629,ten,26269,ADP,VZ|versm,Preposition,at
630,heer,26242,NOUN,N|soort|ev|basis|zijd|stan,Noun,gentleman
631,loopt,26221,VERB,WW|pv|tgw|met-t,Verb,runs
632,einde,26138,NOUN,N|soort|ev|basis|onz|stan,Noun,end
633,gegaan,26104,VERB,WW|vd|vrij|zonder,Verb,gone
634,gang,26099,NOUN,N|soort|ev|basis|zijd|stan,Noun,hallway
635,vertelde,26079,VERB,WW|pv|verl|ev,Verb,told
636,spel,25676,NOUN,N|soort|ev|basis|onz|stan,Noun,game
637,informatie,25674,NOUN,N|soort|ev|basis|zijd|stan,Noun,information
638,frank,25625,NOUN,N|soort|ev|basis|zijd|stan,Noun,frank
639,dames,25561,NOUN,N|soort|mv|basis,Noun,ladies
640,naartoe,25478,ADP,VZ|fin,Preposition,to
641,allebei,25469,PRON,VNW|onbep|det|stan|vrij|zonder,Pronoun,both
642,leg,25435,VERB,WW|pv|tgw|ev,Verb,put
643,acht,25262,NUM,TW|hoofd|prenom|stan,Numeral,eight
644,pap,25250,NOUN,N|soort|ev|basis|zijd|stan,Noun,dad
645,seks,25173,NOUN,N|soort|ev|basis|zijd|stan,Noun,sex
646,minder,25151,ADV,VNW|onbep|grad|stan|vrij|zonder|comp,Adverb,fewer
647,gevoel,25137,NOUN,N|soort|ev|basis|onz|stan,Noun,feeling
648,trouwen,25044,VERB,WW|inf|vrij|zonder,Verb,to marry
649,nogal,25035,ADV,BW,Adverb,rather
650,eh,25007,ADV,BW,Adverb,uh
651,voelen,24924,VERB,WW|inf|vrij|zonder,Verb,to feel
652,begint,24760,VERB,WW|pv|tgw|met-t,Verb,begins
653,plezier,24708,NOUN,N|soort|ev|basis|onz|stan,Noun,pleasure
654,meisjes,24686,NOUN,N|soort|mv|dim,Noun,girls
655,stuur,24661,ADJ,ADJ|vrij|basis|zonder,Adjective,send
656,foto,24485,NOUN,N|soort|ev|basis|zijd|stan,Noun,photo
657,vreemd,24462,ADJ,ADJ|vrij|basis|zonder,Adjective,foreign
658,zomaar,24284,ADV,BW,Adverb,just like that
659,verkeerd,24278,ADJ,ADJ|vrij|basis|zonder,Adjective,wrong
660,zeven,24259,NUM,TW|hoofd|vrij,Numeral,seven
661,lucht,24202,NOUN,N|soort|ev|basis|zijd|stan,Noun,sky
662,grond,24177,NOUN,N|soort|ev|basis|zijd|stan,Noun,ground
663,leeft,24157,VERB,WW|pv|tgw|met-t,Verb,lives
664,nam,24117,VERB,WW|pv|verl|ev,Verb,took
665,pardon,24108,NOUN,N|soort|ev|basis|onz|stan,Noun,excuse me
666,verwacht,24104,VERB,WW|vd|vrij|zonder,Verb,expected
667,kopen,24100,VERB,WW|inf|vrij|zonder,Verb,to buy
668,koffie,24099,NOUN,N|soort|ev|basis|zijd|stan,Noun,coffee
669,onderzoek,24067,NOUN,N|soort|ev|basis|onz|stan,Noun,research
670,gesproken,24049,VERB,WW|vd|vrij|zonder,Verb,spoken
671,herinner,23992,NOUN,N|soort|ev|basis|zijd|stan,Noun,remember
672,idioot,23990,NOUN,WW|pv|tgw|ev,Noun,idiot
673,ziekenhuis,23934,NOUN,N|soort|ev|basis|onz|stan,Noun,Hopital
674,daarmee,23910,ADV,BW,Adverb,with that
675,shit,23893,NOUN,N|soort|ev|basis|zijd|stan,Noun,shit
676,eindelijk,23795,ADJ,ADJ|vrij|basis|zonder,Adjective,finally
677,perfect,23781,ADJ,ADJ|vrij|basis|zonder,Adjective,perfect
678,goeie,23729,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,good
679,gisteren,23708,ADV,BW,Adverb,yesterday
680,aarde,23690,NOUN,N|soort|ev|basis|zijd|stan,Noun,soil
681,contact,23680,NOUN,N|soort|ev|basis|onz|stan,Noun,Contact
682,zus,23673,NOUN,N|soort|ev|basis|zijd|stan,Noun,sister
683,erbij,23655,ADV,BW,Adverb,there
684,beschermen,23651,VERB,WW|pv|tgw|mv,Verb,to protect
685,gevangenis,23604,NOUN,N|soort|ev|basis|zijd|stan,Noun,jail
686,persoon,23532,NOUN,N|soort|ev|basis|zijd|stan,Noun,person
687,winnen,23527,VERB,WW|inf|vrij|zonder,Verb,to win
688,kracht,23416,NOUN,N|soort|ev|basis|zijd|stan,Noun,power
689,ziek,23388,ADJ,ADJ|vrij|basis|zonder,Adjective,sick
690,omhoog,23384,ADV,BW,Adverb,upwards
691,beloof,23372,VERB,WW|pv|tgw|met-t,Verb,promise
692,gebruik,23324,NOUN,N|soort|ev|basis|onz|stan,Noun,usage
693,hoezo,23305,ADJ,ADJ|vrij|basis|zonder,Adjective,how so
694,degene,23190,PRON,VNW|aanw|det|stan|nom|met-e|zonder-n,Pronoun,the one
695,trek,23142,NOUN,N|soort|ev|basis|zijd|stan,Noun,pull
696,meen,23131,VERB,WW|pv|tgw|ev,Verb,mean
697,enkele,23120,DET,VNW|onbep|det|stan|prenom|met-e|rest,Determiner,a few
698,getrouwd,23101,VERB,WW|vd|vrij|zonder,Verb,married
699,gevraagd,23036,VERB,WW|vd|vrij|zonder,Verb,asked
700,verdomde,22976,VERB,WW|vd|prenom|met-e,Verb,damn
701,hierheen,22953,NOUN,N|soort|ev|basis|zijd|stan,Noun,here
702,punt,22940,NOUN,N|soort|ev|basis|onz|stan,Noun,point
703,toekomst,22866,NOUN,N|soort|ev|basis|zijd|stan,Noun,future
704,probeerde,22816,VERB,WW|pv|verl|ev,Verb,attempted
705,half,22653,ADJ,ADJ|prenom|basis|zonder,Adjective,half
706,leger,22633,NOUN,N|soort|ev|basis|onz|stan,Noun,army
707,waard,22558,ADJ,ADJ|vrij|basis|zonder,Adjective,worth
708,opnieuw,22556,ADV,BW,Adverb,again
709,val,22549,NOUN,N|soort|ev|basis|zijd|stan,Noun,fall
710,vuur,22539,NOUN,N|soort|ev|basis|onz|stan,Noun,firework
711,bewijs,22485,NOUN,N|soort|ev|basis|onz|stan,Noun,proof
712,controle,22448,NOUN,N|soort|ev|basis|zijd|stan,Noun,check
713,stellen,22399,VERB,WW|pv|tgw|mv,Verb,set
714,tv,22397,NOUN,N|soort|ev|basis|zijd|stan,Noun,TV
715,loop,22309,NOUN,N|soort|ev|basis|zijd|stan,Noun,walk
716,woorden,22277,NOUN,N|soort|mv|basis,Noun,words
717,droom,22275,NOUN,N|soort|ev|basis|zijd|stan,Noun,dream
718,begrijpen,22175,VERB,WW|pv|tgw|mv,Verb,to understand
719,eet,22161,VERB,WW|pv|tgw|ev,Verb,eat
720,bedoelt,22087,VERB,WW|pv|tgw|met-t,Verb,means
721,onzin,22078,NOUN,N|soort|ev|basis|zijd|stan,Noun,nonsense
722,serieus,21993,ADJ,ADJ|vrij|basis|zonder,Adjective,serious
723,konden,21991,AUX,WW|pv|verl|mv,Auxiliary,could
724,nietwaar,21987,INTJ,TSW,Interjection,not true
725,verlaten,21978,VERB,WW|pv|tgw|mv,Verb,to leave
726,pistool,21976,NOUN,N|soort|ev|basis|onz|stan,Noun,pistol
727,gekregen,21923,VERB,WW|vd|vrij|zonder,Verb,got
728,men,21893,PRON,VNW|pers|pron|nomin|red|3p|ev|masc,Pronoun,men
729,brengt,21858,VERB,WW|pv|tgw|met-t,Verb,brings
730,fantastisch,21749,ADJ,ADJ|vrij|basis|zonder,Adjective,fantastic
731,trots,21748,ADJ,ADJ|vrij|basis|zonder,Adjective,pride
732,ziens,21747,ADV,BW,Adverb,goodbye
733,ongeluk,21576,NOUN,N|soort|ev|basis|onz|stan,Noun,accident
734,geheim,21569,NOUN,N|soort|ev|basis|onz|stan,Noun,secret
735,vroeger,21569,ADJ,ADJ|vrij|comp|zonder,Adjective,earlier
736,veranderd,21563,VERB,WW|vd|vrij|zonder,Verb,changed
737,eentje,21539,NUM,TW|hoofd|nom|zonder-n|dim,Numeral,one
738,werden,21503,AUX,WW|pv|verl|mv,Auxiliary,became
739,begon,21433,VERB,WW|pv|verl|ev,Verb,began
740,verliezen,21415,VERB,WW|inf|vrij|zonder,Verb,to lose
741,probeert,21388,VERB,WW|pv|tgw|met-t,Verb,tries
742,vliegtuig,21378,NOUN,N|soort|ev|basis|onz|stan,Noun,aeroplane
743,let,21267,NOUN,N|soort|ev|basis|onz|stan,Noun,please
744,slim,21263,ADJ,ADJ|vrij|basis|zonder,Adjective,smart
745,juiste,21213,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,right one
746,langer,21206,ADJ,ADJ|vrij|comp|zonder,Adjective,longer
747,slaap,21098,VERB,WW|pv|tgw|ev,Verb,sleep
748,lezen,20906,VERB,WW|inf|vrij|zonder,Verb,read
749,ongeveer,20864,ADV,BW,Adverb,about
750,behalve,20764,SCONJ,VG|onder,Conjunction,except
751,meid,20761,NOUN,N|soort|ev|basis|zijd|stan,Noun,girl
752,oom,20690,NOUN,N|soort|ev|basis|zijd|stan,Noun,uncle
753,gered,20648,VERB,WW|vd|vrij|zonder,Verb,saved
754,bank,20625,NOUN,N|soort|ev|basis|zijd|stan,Noun,Bank
755,generaal,20580,NOUN,N|soort|ev|basis|zijd|stan,Noun,general
756,dienst,20545,NOUN,N|soort|ev|basis|zijd|stan,Noun,employ
757,tenminste,20489,ADV,BW,Adverb,at least
758,lief,20484,ADJ,ADJ|vrij|basis|zonder,Adjective,sweet
759,noem,20459,VERB,WW|pv|tgw|ev,Verb,name
760,gedood,20440,VERB,WW|vd|vrij|zonder,Verb,killed
761,vraagt,20434,VERB,WW|pv|tgw|met-t,Verb,asks
762,boos,20412,ADJ,ADJ|vrij|basis|zonder,Adjective,angry
763,spullen,20372,VERB,N|soort|mv|basis,Verb,stuff
764,volgen,20356,VERB,WW|inf|vrij|zonder,Verb,to follow
765,sturen,20355,VERB,WW|inf|vrij|zonder,Verb,to steer
766,hemel,20341,NOUN,N|soort|ev|basis|zijd|stan,Noun,heaven
767,makkelijk,20338,ADJ,ADJ|vrij|basis|zonder,Adjective,comfortable
768,ter,20291,ADP,VZ|versm,Preposition,ter
769,genomen,20285,VERB,WW|vd|vrij|zonder,Verb,taken
770,grootste,20192,ADJ,ADJ|prenom|sup|met-e|stan,Adjective,largest
771,gebeurde,20138,VERB,WW|pv|verl|ev,Verb,happened
772,kwamen,20022,VERB,WW|pv|verl|mv,Verb,came
773,excuseer,19977,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,excuse me
774,meter,19974,NOUN,N|soort|ev|basis|zijd|stan,Noun,meters
775,weinig,19956,ADV,VNW|onbep|grad|stan|vrij|zonder|basis,Adverb,few
776,iedere,19953,DET,VNW|onbep|det|stan|prenom|met-e|evz,Determiner,every
777,moordenaar,19937,NOUN,N|soort|ev|basis|zijd|stan,Noun,killer
778,luisteren,19909,VERB,WW|inf|vrij|zonder,Verb,listen
779,begrijpt,19866,VERB,WW|pv|tgw|met-t,Verb,understands
780,gevaar,19844,NOUN,N|soort|ev|basis|onz|stan,Noun,danger
781,ieder,19830,PRON,VNW|onbep|det|stan|vrij|zonder,Pronoun,every
782,sommige,19823,DET,VNW|onbep|det|stan|prenom|met-e|rest,Determiner,some
783,via,19779,ADP,VZ|init,Preposition,through
784,succes,19777,NOUN,N|soort|ev|basis|onz|stan,Noun,good luck
785,vertrekken,19747,VERB,WW|pv|tgw|mv,Verb,to leave
786,muziek,19732,NOUN,N|soort|ev|basis|zijd|stan,Noun,music
787,gestolen,19720,VERB,WW|vd|vrij|zonder,Verb,stolen
788,meest,19707,ADV,VNW|onbep|grad|stan|vrij|zonder|sup,Adverb,most
789,hoef,19691,VERB,WW|pv|tgw|ev,Verb,hoof
790,advocaat,19685,NOUN,N|soort|ev|basis|zijd|stan,Noun,lawyer
791,kijkt,19657,VERB,WW|pv|tgw|met-t,Verb,looks
792,helpt,19490,VERB,WW|pv|tgw|met-t,Verb,helps
793,afspraak,19419,NOUN,N|soort|ev|basis|zijd|stan,Noun,appointment
794,maand,19362,NOUN,N|soort|ev|basis|zijd|stan,Noun,month
795,zwarte,19353,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,black
